"row_id","drink","merged","glass","ingredients"
76,"Amaretto Rose","Collins glass Amaretto 1 1/2 oz Lime juice 1/2 oz Club soda 
","Collins glass",3
77,"Amaretto Shake","Collins Glass Chocolate ice-cream 2 scoops Brandy 2 oz Amaretto 2 oz","Collins Glass",3
78,"Amaretto Sour","Collins Glass Amaretto 1 1/2 oz Sour mix 3 oz","Collins Glass",2
79,"Amaretto Stinger","Cocktail glass Amaretto 1 1/2 oz White Creme de Menthe 3/4 oz","Cocktail glass",2
80,"Amaretto Stone Sour","Collins Glass Amaretto 1 part Sour mix 1 part Orange juice 1 part","Collins Glass",3
81,"Amaretto Stone Sour #3","Highball glass Sour mix 2 oz Amaretto 2 oz Tequila 2 oz Orange juice Add splash","Highball glass",4
82,"Amaretto Sunrise","Collins Glass Amaretto 1 cl Orange juice 4 oz Grenadine 1/4 cl","Collins Glass",3
83,"Amaretto Sunset","Collins Glass Triple sec 1/2 jigger Amaretto 3 shots Cider 1/2 cup Ice Add 1/2 cup","Collins Glass",4
84,"Amaretto Sweet & Sour","Margarita/Coupette glass Amaretto 
 Sweet and sour 
","Margarita/Coupette glass",2
85,"Amaretto Tea","Pousse cafe glass Tea 6 oz hot Amaretto 2 oz Whipped cream Chilled","Pousse cafe glass",3
86,"Americano","Collins glass Campari 1 oz Sweet Vermouth 1 oz red Lemon peel Twist of Orange peel Twist of","Collins glass",4
87,"Angel Face","Cocktail glass Apricot brandy 1/2 oz Apple brandy 1/2 oz Gin 1 oz","Cocktail glass",3
88,"Angelica Liqueur","Collins Glass Angelica root 3 tblsp chopped Water 1/4 cup Food coloring 1 drop yellow Food coloring 1 drop green Almond 1 tblsp chopped Allspice 1 cracked Cinnamon 1 one-inch Anise 3-6 crushed Coriander 1/8 tsp powdered Marjoram leaves 1 tblsp fresh chopped Vodka 1.5 cup Sugar 1/2 cup granulated","Collins Glass",12
89,"Apello","Collins Glass Orange juice 4 cl Grapefruit juice 3 cl Apple juice 1 cl Maraschino cherry 1","Collins Glass",4
90,"Apple Berry Smoothie","Highball Glass Berries 1 cup Apple 2","Highball Glass",2
91,"Apple Cider Punch #1","Collins Glass Apple cider 4 qt Brown sugar 1 cup Lemonade 6 oz frozen Orange juice 6 oz frozen Cloves 6 whole Allspice 6 whole Nutmeg 1 tsp ground Cinnamon 3 sticks","Collins Glass",8
92,"Apple Grande","Punch Bowl Tequila 3 oz Apple cider 12 oz","Punch Bowl",2
93,"Apple Karate","Highball Glass Apple juice 2 cups Carrot 1 large","Highball Glass",2
94,"Apple Pie with A Crust","Collins Glass Apple juice 3 parts Malibu rum 1 part Cinnamon 3 dashes","Collins Glass",3
95,"Apple Slammer","Shot glass 7-Up 1 part Apple schnapps 1 part","Shot glass",2
96,"Applecar","Cocktail glass Applejack 1 oz Triple sec 1 oz Lemon juice 1 oz","Cocktail glass",3
97,"Applejack","Cocktail glass Jack Daniels 1 oz Midori melon liqueur 1/2 oz Sour mix 2 oz","Cocktail glass",3
98,"Apricot Lady","Old-fashioned glass Light rum 1 1/2 oz Apricot brandy 1 oz Triple sec 1 tsp Lemon juice 1/2 oz Egg white 1 Orange 1","Old-fashioned glass",6
99,"Apricot punch","Punch bowl Apricot brandy 1 qt Champagne 4 fifth Vodka 1 fifth 7-Up 4 L Orange juice 1/2 gal","Punch bowl",5
100,"Archbishop","Old-fashioned glass Gin 2 oz Wine 1 oz Green Ginger Benedictine 1 tsp Lime 1","Old-fashioned glass",4
101,"Arctic Fish","Beer pilsner Vodka 1/3 part Grape soda 1/3 part Orange juice 1/3 part Ice lots Candy 1 dash","Beer pilsner",5
102,"Arctic Mouthwash","Cocktail glass Maui 5 oz blue Mountain Dew 5 oz Ice cubes
","Cocktail glass",3
103,"Arise My Love","Champagne flute Champagne Chilled Green Creme de Menthe 1 tsp","Champagne flute",2
104,"Arizona Antifreeze","Shot glass Vodka 1/3 oz Midori melon liqueur 1/3 oz Sweet and sour 1/3 oz","Shot glass",3
105,"Arizona Stingers","Hurricane glass Absolut Vodka 2 shots Iced tea 12 oz lemon","Hurricane glass",2
106,"Arizona Twister","Hurricane glass Vodka 1 shot Malibu rum 1 shot Gold tequila 1 shot Orange juice 1 splash Pineapple juice 1 splash Cream of coconut 1 splash Grenadine 1 dash Ice crushed Pineapple 1 wedge","Hurricane glass",9
107,"Army special","Cocktail glass Vodka 30 ml Gin 30 ml Lime juice cordial 45 ml Ice 1/2 glass crushed","Cocktail glass",4
108,"Arthur Tompkins","Whiskey sour glass Gin 2 oz Grand Marnier 1/2 oz Lemon juice 2 tsp Lemon peel 1 twist of","Whiskey sour glass",4
109,"Artillery","Cocktail glass Sweet Vermouth 1 1/2 tsp Gin 1 1/2 oz Bitters 2 dashes","Cocktail glass",3
110,"Artillery Punch","Punch bowl Tea 1 quart black Rye whiskey 1 quart Red wine 1 fifth Rum 1 pint Jamaican Brandy 1/2 pint Benedictine 1 1/2 oz Orange juice 1 pint Lemon juice 1/2 pint","Punch bowl",8
28,"AT&T","Highball Glass Absolut Vodka 1 oz Gin 1 oz Tonic water 4 oz","Highball Glass",3
111,"Atlantic Sun","Collins Glass Vodka 2 cl Smirnoff Southern Comfort 2 cl Passion fruit syrup 2 cl Sweet and sour 6 cl Club soda 1 dash","Collins Glass",5
112,"Atomic Lokade","Collins Glass Lemonade 5 oz Vodka 1 oz Blue Curacao 1/2 oz Triple sec 1/2 oz Sugar 
","Collins Glass",5
113,"Auburn Headbanger","Shot glass Jägermeister 1 oz Goldschlager 1 oz","Shot glass",2
114,"Autodafé","Highball glass Vodka 4 cl Lime juice 1 dash Soda water 
","Highball glass",3
115,"Avalanche","Highball glass Crown Royal 1 shot Kahlua 1 shot Cream Fill with","Highball glass",3
116,"Avalon","Highball glass Vodka 3 parts Pisang Ambon 1 part Apple juice 6 parts Lemon juice 1 1/2 part Lemonade 
","Highball glass",5
117,"Aviation","Cocktail glass Gin 4.5 cl lemon juice 1.5 cl maraschino liqueur 1.5 cl","Cocktail glass",3
118,"Aztec Punch","Punch bowl Lemonade 1 can Vodka 5 oz Rum 7 oz Ginger ale About 1 bottle","Punch bowl",4
119,"B-52","Shot glass Bailey's irish cream 1/3 Grand Marnier 1/3 Kahlua 1/4","Shot glass",3
120,"B-53","Collins Glass Kahlua 1/3 shot Sambuca 1/3 shot Grand Marnier 1/3 shot","Collins Glass",3
121,"Baby Eskimo","Collins Glass Kahlua 2 oz Milk 8 oz Vanilla ice-cream 2 scoops","Collins Glass",3
122,"Baby Guinness","Shot glass Kahlua 2 1/2 oz Bailey's irish cream 1/2 oz","Shot glass",2
123,"Bacardi Cocktail","Cocktail glass Light rum 1 3/4 oz Bacardi Lime juice 1 oz Sugar syrup 1/2 tsp Grenadine 1 dash","Cocktail glass",4
124,"Bailey's Dream Shake","Collins glass Bailey's irish cream 2 oz Vanilla ice-cream 2 scoops Cream 
","Collins glass",3
125,"Balmoral","Cocktail glass Scotch 1 1/2 oz Sweet Vermouth 1/2 oz Dry Vermouth 1/2 oz Bitters 2 dashes","Cocktail glass",4
126,"Banana Cantaloupe Smoothie","Highball Glass Cantaloupe Juice of 1/2 Banana 1","Highball Glass",2
127,"Banana Daiquiri","Champagne flute Light rum 1 1/2 oz Triple sec 1 tblsp Banana 1 Lime juice 1 1/2 oz Sugar 1 tsp Cherry 1","Champagne flute",6
128,"Banana Milk Shake","White wine glass Milk 10 cl cold Orange juice 4 cl Sugar syrup 2 tsp Banana 1/2","White wine glass",4
129,"Banana Strawberry Shake","Highball Glass Strawberries 1/2 lb frozen Banana 1 frozen Yoghurt 1 cup plain Milk 1 cup Honey to taste
","Highball Glass",5
130,"Banana Strawberry Shake Daiquiri-type","Cocktail Glass Strawberries 1/2 lb frozen Banana 1 frozen Apple juice 2 cups fresh","Cocktail Glass",3
131,"Barracuda","Margarita glass Rum 4.5 cl Galliano 1.5 cl Pineapple Juice 6 cl Lime Juice 1 dash Prosecco top up","Margarita glass",5
132,"Belgian Blue","Highball glass Vodka 2 cl Coconut liqueur 1 cl Blue Curacao 1 cl Sprite Fill with","Highball glass",4
133,"Bellini","Champagne Flute Champagne 6 oz Peach schnapps 1 oz","Champagne Flute",2
134,"Bellini Martini","Cocktail glass Ice 8 cubes Vodka 3 oz Peach nectar 1.5 oz Peach schnapps 1.5 oz Lemon peel 1","Cocktail glass",5
135,"Bermuda Highball","Highball glass Brandy 3/4 oz Gin 3/4 oz Dry Vermouth 3/4 oz Carbonated water 
 Lemon peel 
","Highball glass",5
136,"Berry Deadly","Collins Glass Everclear 2 pint Wine 1 bottle Boone Strawberry Hill Orange juice 1/2 gal Kool-Aid 1 gal Tropical Berry","Collins Glass",4
137,"Between The Sheets","Cocktail glass Brandy 1 oz Light rum 1 oz Triple sec 1 oz Lemon juice 1 oz","Cocktail glass",4
138,"Bible Belt","Highball glass Southern Comfort 2 oz Triple sec 1/2 oz Lime 2 wedges Sour mix 2 oz","Highball glass",4
139,"Big Red","Shot glass Irish cream 1/2 oz Goldschlager 1/2 oz","Shot glass",2
140,"Black & Tan","Pint glass Ale 1 part Bass pale Guinness stout 1 part","Pint glass",2
143,"Black and Brown","Beer pilsner Guinness stout 1/2 Root beer 1/2","Beer pilsner",2
141,"Black Forest Shake","Collins Glass Ice cubes
 Chocolate syrup 
 Cherry brandy 
 Vodka 
 Milk 
","Collins Glass",5
142,"Black Russian","Old-fashioned glass Coffee liqueur 3/4 oz Vodka 1 1/2 oz","Old-fashioned glass",2
144,"Blackthorn","Cocktail glass Sweet Vermouth 1 oz Sloe gin 1 1/2 oz Lemon peel 1 twist of","Cocktail glass",3
145,"Bleeding Surgeon","Collins glass Dark rum 1 shot Orange 1 slice Surge 1/2 glass Cranberry juice 1/2 glass","Collins glass",4
146,"Blind Russian","Collins glass Bailey's irish cream 3/4 oz Godiva liqueur 3/4 oz Kahlua 3/4 oz Butterscotch schnapps 1/2 oz Milk to fill
","Collins glass",5
147,"Bloody Maria","Old-fashioned glass Tequila 1 oz Tomato juice 2 oz Lemon juice 1 dash Tabasco sauce 1 dash Celery salt 1 dash Lemon 1 slice","Old-fashioned glass",6
148,"Bloody Mary","Old-fashioned glass Vodka 1 1/2 oz Tomato juice 3 oz Lemon juice 1 dash Worcestershire sauce 1/2 tsp Tabasco sauce 2-3 drops Lime 1 wedge","Old-fashioned glass",6
149,"Blue Lagoon","Highball glass Vodka 1 oz Blue Curacao 1 oz Lemonade 
 Cherry 
","Highball glass",4
150,"Blue Margarita","Cocktail glass Tequila 1 1/2 oz Blue Curacao 1 oz Lime juice 1 oz Salt Coarse","Cocktail glass",4
151,"Blue Mountain","Old-fashioned glass Añejo rum 1 1/2 oz Tia maria 1/2 oz Vodka 1/2 oz Orange juice 1 oz Lemon juice 1 tsp","Old-fashioned glass",5
152,"Bluebird","Cocktail glass Gin 1 1/2 oz Triple sec 1/2 oz Blue Curacao 1/2 oz Bitters 2 dashes Maraschino cherry 1 Lemon peel 1 twist of","Cocktail glass",6
153,"Bob Marley","Shot glass Midori melon liqueur 1/2 oz Jägermeister 1/2 oz Goldschlager 1/2 oz","Shot glass",3
154,"Bobby Burns Cocktail","Cocktail glass Sweet Vermouth 1 1/2 oz Scotch 1 1/2 oz Benedictine 1 1/4 tsp Lemon peel 1 twist of","Cocktail glass",4
155,"Boomerang","Cocktail glass Gin 2 oz Dry Vermouth 1/2 oz Bitters 2 dashes Maraschino liqueur 1/2 tsp Maraschino cherry 1","Cocktail glass",5
156,"Boozy Snickers Milkshake","Mason jar Vanilla Ice-Cream 3 cups Milk 1 cup Godiva liqueur 1/2 cup Whipped Cream for topping caramel sauce 4 tablespoons
 chocolate sauce 4 tablespoons
 Mini-snickers bars 15
","Mason jar",7
157,"Bora Bora","Highball glass Pineapple juice 10 cl Passion fruit juice 6 cl Lemon juice 1 cl Grenadine 1 cl","Highball glass",4
158,"Boston Sidecar","Cocktail glass Light rum 3/4 oz Brandy 3/4 oz Triple sec 3/4 oz Lime Juice of 1/2","Cocktail glass",4
159,"Boston Sour","Whiskey sour glass Blended whiskey 2 oz Lemon Juice of 1/2 Powdered sugar 1 tsp Egg white 1 Lemon 1 slice Cherry 1","Whiskey sour glass",6
160,"Bourbon Sling","Highball glass Sugar 1 tsp superfine Water 2 tsp Lemon juice 1 oz Bourbon 2 oz Lemon peel 1 twist of","Highball glass",5
161,"Bourbon Sour","Whiskey sour glass Bourbon 2 oz Lemon juice 1 oz Sugar 1/2 tsp superfine Orange 1 Maraschino cherry 1","Whiskey sour glass",5
162,"Boxcar","Whiskey sour glass Gin 1 1/2 oz Triple sec 1 oz Lemon juice 1 tsp Grenadine 1/2 tsp Egg white 1","Whiskey sour glass",5
163,"Brain Fart","Punch bowl Everclear 1 fifth Vodka 1 fifth Smirnoff red label Mountain Dew 2 L Surge 2 L Lemon juice 1 small bottle Rum 1 pint","Punch bowl",6
164,"Brainteaser","Shot Glass Sambuca 30 ml white Erin Cream 30 ml Advocaat 5 ml","Shot Glass",3
165,"Bramble","Old-Fashioned glass Gin 4 cl lemon juice 1.5 cl Sugar syrup 1 cl Creme de Mure 1.5 cl","Old-Fashioned glass",4
166,"Brandon and Will's Coke Float","Beer mug Vanilla ice-cream 2 scoops Coca-Cola 1 can Bourbon 2 oz","Beer mug",3
167,"Brandy Alexander","Cocktail glass Brandy 1 oz Creme de Cacao 1 oz white Light cream 1 oz Nutmeg 
","Cocktail glass",4
168,"Brandy Cobbler","Old-fashioned glass Sugar 1 tsp superfine Club soda 3 oz Lemon 1 Brandy 2 oz Maraschino cherry 1 Orange 1","Old-fashioned glass",6
169,"Brandy Flip","Whiskey sour glass Brandy 2 oz Egg 1 whole Sugar 1 tsp superfine Light cream 1/2 oz Nutmeg 1/8 tsp grated","Whiskey sour glass",5
170,"Brandy Sour","Whiskey sour glass Brandy 2 oz Lemon Juice of 1/2 Powdered sugar 1/2 tsp Lemon 1/2 slice Cherry 1","Whiskey sour glass",5
171,"Brave Bull Shooter","Shot glass Tequila 1/2 oz Tabasco sauce 1/2 oz","Shot glass",2
172,"Bruce's Puce","Shot glass Grenadine 
 Kahlua 
 Bailey's irish cream 
","Shot glass",3
173,"Bruised Heart","Shot glass Vodka 1/2 oz Chambord raspberry liqueur 1/2 oz Peachtree schnapps 1/2 oz Cranberry juice 1/2 oz","Shot glass",4
174,"Bubble Gum","Shot glass Vodka 1/4 Banana liqueur 1/4 Orange juice 1/4 Peach schnapps 1/4","Shot glass",4
175,"Buccaneer","Beer pilsner Corona 1 Bacardi Limon 1 shot","Beer pilsner",2
176,"Bumble Bee #1","Shot glass Bailey's irish cream 1/3 oz Kahlua 1/3 oz Sambuca 1/3 oz","Shot glass",3
177,"Butter Baby","Beer mug Vanilla Ice-Cream 2 scoops Butterscotch schnapps 1 part Milk full glass Vodka 2 parts","Beer mug",4
178,"Cafe Savoy","Coffee mug Coffee 
 Milk 1/2 oz Triple sec 1/2 oz","Coffee mug",3
179,"Caipirinha","Old-fashioned glass Sugar 2 tsp Lime 1 Cachaca 2 1/2 oz","Old-fashioned glass",3
180,"Caipirissima","Collins Glass Lime 2 Sugar 2 tblsp White rum 2-3 oz Ice crushed","Collins Glass",4
181,"California Lemonade","Collins glass Blended whiskey 2 oz Lemon Juice of 1 Lime Juice of 1 Powdered sugar 1 tblsp Grenadine 1/4 tsp Carbonated water 
","Collins glass",6
182,"California Root Beer","Highball glass Kahlua 3/4 oz Galliano 3/4 oz Soda water Fill with","Highball glass",3
183,"Campari Beer","Beer mug Lager 1 bottle Campari 1 1/2 cl","Beer mug",2
184,"Caribbean Boilermaker","Beer pilsner Corona 1 bottle Light rum 1 shot","Beer pilsner",2
185,"Caribbean Orange Liqueur","Collins Glass Orange 3 large Vodka 3 cups Sugar 1 1/3 cup superfine","Collins Glass",3
186,"Casino","Cocktail glass Gin 2 oz Maraschino liqueur 1/4 tsp Lemon juice 1/4 tsp Orange bitters 2 dashes Cherry 1","Cocktail glass",5
187,"Casino Royale","Whiskey sour glass Gin 2 oz Lemon juice 1/2 oz Maraschino liqueur 1 tsp Orange bitters 1 dash Egg yolk 1","Whiskey sour glass",5
188,"Castillian Hot Chocolate","Coffee mug Cocoa powder 1/2 cup Sugar 1 cup Cornstarch 7 tsp Water 1/2 cup Milk 1 qt","Coffee mug",5
189,"Champagne Cocktail","Champagne flute Champagne Chilled Sugar 1 piece Bitters 2 dashes Lemon peel 1 twist of Cognac 1 dash","Champagne flute",5
190,"Cherry Electric Lemonade","Pint glass Gin 1 oz Tequila 1 oz Vodka 1 oz White rum 1 oz Triple Sec 1 oz Cherry Grenadine 1 oz Sweet and sour 1 oz Club soda 3 oz","Pint glass",8
191,"Cherry Rum","Cocktail glass Light rum 1 1/4 oz Cherry brandy 1 1/2 tsp Light cream 1 tblsp","Cocktail glass",3
192,"Chicago Fizz","Highball glass Light rum 1 oz Port 1 oz Lemon Juice of 1/2 Powdered sugar 1 tsp Egg white 1 Carbonated water 
","Highball glass",6
193,"Chocolate Beverage","Coffee mug Milk 6 cups Chocolate 3 oz Mexican Cinnamon 1 tsp powdered Egg 3","Coffee mug",4
194,"Chocolate Black Russian","Champagne flute Kahlua 1 oz Vodka 1/2 oz Chocolate ice-cream 5 oz","Champagne flute",3
195,"Chocolate Drink","Coffee mug Chocolate 125 gr Milk 3/4 L","Coffee mug",2
196,"Chocolate Milk","Shot Glass Chocolate liqueur 1/2 shot Milk 1/2 shot Amaretto 1 dash","Shot Glass",3
197,"Chocolate Monkey","Parfait glass Banana liqueur 1 shot Creme de Cacao 2 shots Chocolate ice-cream 2 scoops Chocolate syrup 1 oz Chocolate milk 4 oz Whipped cream 1 Cherry 1 Banana 1 piece","Parfait glass",8
198,"Citrus Coke","Highball Glass Bacardi Limon 1 part Coca-Cola 2 parts","Highball Glass",2
199,"City Slicker","Cocktail glass Brandy 2 oz Triple sec 1/2 oz Lemon juice 1 tblsp","Cocktail glass",3
200,"Classic Old-Fashioned","Old-fashioned glass Bitters 3 dashes Water 1 tsp Sugar 1 Bourbon 3 oz Orange 1 Maraschino cherry 1","Old-fashioned glass",6
201,"Clove Cocktail","Cocktail glass Sweet Vermouth 1 oz Sloe gin 1/2 oz Wine 1/2 oz Muscatel","Cocktail glass",3
202,"Clover Club","Cocktail glass Gin 1 1/2 oz Grenadine 2 tsp Lemon Juice of 1/2 Egg white 1","Cocktail glass",4
204,"Coffee-Vodka","Collins Glass Water 2 cups Sugar 2 cups white Coffee 1/2 cup instant Vanilla 1/2 Vodka 1 1/2 cup Caramel coloring 
","Collins Glass",6
203,"Coffee Liqueur","Collins Glass Coffee 10 tblsp instant Vanilla extract 4 tblsp Sugar 2 1/2 cups Vodka 1 qt Water 2 1/2 cups","Collins Glass",5
205,"Coke and Drops","Cocktail glass Coca-Cola 1 dl Lemon juice 7 drops","Cocktail glass",2
206,"Cosmopolitan","Cocktail glass Absolut Citron 1 1/4 oz Lime juice 1/4 oz Cointreau 1/4 oz Cranberry juice 1/4 cup","Cocktail glass",4
207,"Cosmopolitan Martini","Cocktail Glass Cointreau 1/2 oz Vodka 1 oz Lime Juice of 1/2 Cranberry juice 1 splash","Cocktail Glass",4
208,"Cranberry Cordial","Collins Glass Cranberries 1/2 kg chopped Sugar 3/4 L Light rum 1/2 L","Collins Glass",3
209,"Cranberry Punch","Punch Bowl Cranberry juice 4 cups Sugar 1 1/2 cup Pineapple juice 4 cups Almond flavoring 1 tblsp Ginger ale 2 qt","Punch Bowl",5
210,"Cream Soda","Highball glass Spiced rum 1 oz Ginger ale 
","Highball glass",2
211,"Creme de Menthe","Collins Glass Sugar 8 cups Water 6 cups Grain alcohol 1 pint Peppermint extract 1 oz pure Food coloring 1 tblsp green","Collins Glass",5
212,"Cuba Libra","Highball glass Dark rum 1-2 shot Lime Squeeze Coca-Cola Fill with Ice 
","Highball glass",4
213,"Cuba Libre","Highball glass Light rum 2 oz Lime Juice of 1/2","Highball glass",2
214,"Daiquiri","Cocktail glass Light rum 1 1/2 oz Lime Juice of 1/2 Powdered sugar 1 tsp","Cocktail glass",3
215,"Damned if you do","Shot glass Whiskey 0.75 oz Hot Damn 0.25 oz","Shot glass",2
216,"Danbooka","Coffee Mug Coffee 3 parts Everclear 1 part","Coffee Mug",2
218,"Dark and Stormy","Highball glass Dark Rum 5 cl Ginger Beer 10 cl","Highball glass",2
217,"Dark Caipirinha","Highball glass demerara Sugar 2 tsp Lime 1 Cachaca 2 1/2 oz","Highball glass",3
219,"Darkwood Sling","Cocktail glass Cherry Heering 1 part Soda water 1 part Orange juice 1 part Ice cubes
","Cocktail glass",4
220,"Derby","Cocktail glass gin 6 cl Peach Bitters 2 dashes Mint 2 Fresh leaves","Cocktail glass",3
221,"Diesel","Pint glass Lager 1/2 pint Cider 1/2 pint Blackcurrant cordial 1 dash","Pint glass",3
222,"Dirty Martini","Cocktail glass Vodka 70ml/2fl oz Dry Vermouth 1 tbsp Olive Brine 2 tbsp Lemon 1 wedge Olive 1","Cocktail glass",5
223,"Dirty Nipple","Shot glass Kahlua 
 Sambuca 
 Bailey's irish cream 
","Shot glass",3
224,"Downshift","Hurricane glass Fruit punch 2 part Sprite 1 part Tequila 2 shots 151 proof rum Float Bacardi","Hurricane glass",4
225,"Dragonfly","Highball glass Gin 1 1/2 oz Ginger ale 4 oz Lime 1","Highball glass",3
226,"Drinking Chocolate","Coffee mug Heavy cream 2 oz Milk 6-8 oz Cinnamon 1 stick Vanilla 1 Chocolate 2 oz finely chopped dark Whipped cream Fresh","Coffee mug",6
227,"Dry Rob Roy","Cocktail glass Scotch 2 1/2 oz Dry Vermouth 1 1/2 tsp Lemon peel 1 twist of","Cocktail glass",3
228,"Dubonnet Cocktail","Cocktail glass Dubonnet Rouge 1 1/2 oz Gin 3/4 oz Bitters 1 dash Lemon peel 1 twist of","Cocktail glass",4
229,"Duchamp's Punch","Old-fashioned glass Pisco 5 cl Lime Juice 2.5 cl Pineapple Syrup 2.5 cl St. Germain 1.5 cl Angostura Bitters 2 Dashes Pepper Pinch Lavender 2 sprigs","Old-fashioned glass",7
233,"Egg-Nog - Classic Cooked","Pitcher Egg 6 Sugar 1/4 cup Salt 1/4 tsp Milk 1 qt Vanilla extract 1 tsp","Pitcher",5
230,"Egg Cream","Coffee mug Chocolate syrup 2 tblsp Milk 6 oz whole Soda water 6 oz","Coffee mug",3
232,"Egg Nog - Healthy","Collins Glass Egg 1/2 cup Sugar 3 tblsp Condensed milk 13 oz skimmed Milk 3/4 cup skimmed Vanilla extract 1 tsp Rum 1 tsp Nutmeg 
","Collins Glass",7
231,"Egg Nog #4","Punch bowl Egg yolk 6 Sugar 1/4 cup Nutmeg Ground Sugar 1/4 cup Milk 2 cups Light rum 1/2 cup Bourbon 1/2 cup Vanilla extract 1 tsp Salt 1/4 tsp Whipping cream 1 cup Egg white 6","Punch bowl",11
234,"English Highball","Highball glass Brandy 3/4 oz Gin 3/4 oz Sweet Vermouth 3/4 oz Carbonated water 
 Lemon peel 
","Highball glass",5
235,"English Rose Cocktail","Cocktail glass Apricot brandy 3/4 oz Gin 1 1/2 oz Dry Vermouth 3/4 oz Grenadine 1 tsp Lemon juice 1/4 tsp Cherry 1","Cocktail glass",6
236,"Espresso Martini","Cocktail glass Vodka 5 cl Kahlua 1 cl Sugar syrup 1 dash","Cocktail glass",3
237,"Fahrenheit 5000","Shot glass Firewater 1/2 oz Absolut Peppar 1/2 oz Tabasco sauce 1 dash","Shot glass",3
238,"Flaming Dr. Pepper","Collins Glass Amaretto 1 oz Vodka 1 oz 151 proof rum 1 oz Bacardi Dr. Pepper 1 oz Beer 1 oz","Collins Glass",5
239,"Flaming Lamborghini","Cocktail glass Kahlua 1 oz Sambuca 1 oz Blue Curacao 1 oz Bailey's irish cream 1 oz","Cocktail glass",4
240,"Flander's Flake-Out","Collins Glass Sambuca 1/4 glass Sarsaparilla 3/4 glass","Collins Glass",2
241,"Flying Dutchman","Old-fashioned glass Gin 2 oz Triple sec 1/2 oz","Old-fashioned glass",2
242,"Flying Scotchman","Cocktail glass Scotch 1 oz Sweet Vermouth 1 oz Bitters 1 dash Sugar syrup 1/4 tsp","Cocktail glass",4
243,"Foxy Lady","Cocktail glass Amaretto 1/2 oz Creme de Cacao 1/2 oz Light cream 2 oz","Cocktail glass",3
244,"Frappé","Highball Glass Coffee 1/2 cup black Milk 1/2 cup Sugar 1-2 tsp","Highball Glass",3
245,"Freddy Kruger","Shot glass Jägermeister 1/2 oz Sambuca 1/2 oz Vodka 1/2 oz","Shot glass",3
246,"French ""75""","Collins glass Gin 1 1/2 oz Sugar 2 tsp superfine Lemon juice 1 1/2 oz Champagne 4 oz Chilled Orange 1 Maraschino cherry 1","Collins glass",6
247,"French 75","Collins glass Gin 1 1/2 oz Sugar 2 tsp superfine Lemon juice 1 1/2 oz Champagne 4 oz Chilled Orange 1 Maraschino cherry 1","Collins glass",6
248,"French Connection","Old-fashioned glass Cognac 1 1/2 oz Amaretto 3/4 oz","Old-fashioned glass",2
249,"French Martini","Cocktail glass Vodka 4.5 cl Raspberry Liqueur 1.5 cl pineapple juice 1.5 cl","Cocktail glass",3
250,"Frisco Sour","Whiskey sour glass Blended whiskey 2 oz Benedictine 1/2 oz Lemon Juice of 1/4 Lime Juice of 1/2 Lemon 1 slice Lime 1 slice","Whiskey sour glass",6
251,"Frozen Daiquiri","Champagne flute Light rum 1 1/2 oz Triple sec 1 tblsp Lime juice 1 1/2 oz Sugar 1 tsp Cherry 1 Ice 1 cup crushed","Champagne flute",6
252,"Frozen Mint Daiquiri","Old-fashioned glass Light rum 2 oz Lime juice 1 tblsp Mint 6 Sugar 1 tsp","Old-fashioned glass",4
253,"Frozen Pineapple Daiquiri","Champagne flute Light rum 1 1/2 oz Pineapple 4 chunks Lime juice 1 tblsp Sugar 1/2 tsp","Champagne flute",4
254,"Fruit Cooler","Highball Glass Apple juice 1 can frozen Strawberries 1 cup Sugar 2 tblsp Lemon 1 Apple 1 Soda water 1 L Ice 
","Highball Glass",7
255,"Fruit Flip-Flop","Highball Glass Yoghurt 1 cup Fruit juice 1 cup","Highball Glass",2
256,"Fruit Shake","Highball Glass Yoghurt 1 cup fruit Banana 1 Orange juice 4 oz frozen Fruit 1/2 piece textural Ice 6","Highball Glass",5
257,"Fuzzy Asshole","Coffee mug Coffee 1/2 Peach schnapps 1/2","Coffee mug",2
259,"Gagliardo","Cocktail glass Peach Vodka 5 parts Lemon juice 3 parts Galliano 1 part Sirup of roses 1 part","Cocktail glass",4
260,"Gentleman's Club","Old-fashioned glass Gin 1 1/2 oz Brandy 1 oz Sweet Vermouth 1 oz Club soda 1 oz","Old-fashioned glass",4
258,"GG","Collins Glass Galliano 2 1/2 shots Ginger ale 
","Collins Glass",2
261,"Gideon's Green Dinosaur","Collins glass Dark rum 1/2 oz Vodka 1/2 oz Triple sec 1/2 oz Tequila 1/2 oz Melon liqueur 1/2 oz Mountain Dew Fill with","Collins glass",6
262,"Gin And Tonic","Highball glass Gin 2 oz Tonic water 5 oz Lime 1","Highball glass",3
263,"Gin Cooler","Collins glass Gin 2 oz Carbonated water 
 Powdered sugar 
 Orange spiral 
 Lemon peel 
","Collins glass",5
264,"Gin Daisy","Old-fashioned glass Gin 2 oz Lemon juice 1 oz Sugar 1/2 tsp superfine Grenadine 1/2 tsp Maraschino cherry 1 Orange 1","Old-fashioned glass",6
265,"Gin Fizz","Highball glass Gin 2 oz Lemon Juice of 1/2 Powdered sugar 1 tsp","Highball glass",3
266,"Gin Rickey","Highball glass Gin 2 oz Grenadine 1 tsp lemon Juice of 1/2 Soda Water Top up with Lime Garnish","Highball glass",5
267,"Gin Sling","Old-fashioned glass Gin 2 oz Lemon Juice of 1/2 Powdered sugar 1 tsp Water 1 tsp Orange peel Twist of","Old-fashioned glass",5
